,0,1,
69,0.999785993,0.000214007,0.999785993
70,0.977427626,0.022572374,0.977427626
71,0.945301418,0.054698582,0.945301418
72,0.999555688,0.000444312,0.999555688
73,0.991334678,0.008665322,0.991334678
74,0.979444144,0.020555856,0.979444144
75,0.999992345,7.65E-06,0.999992345
76,0.995347021,0.004652979,0.995347021
77,0.998797129,0.001202871,0.998797129
78,0.999111676,0.000888324,0.999111676
79,0.999228634,0.000771366,0.999228634
80,0.999979469,2.05E-05,0.999979469
81,0.981275423,0.018724577,0.981275423
82,0.994619741,0.005380259,0.994619741
83,0.999264729,0.000735271,0.999264729
84,0.994261303,0.005738697,0.994261303
85,0.999308683,0.000691317,0.999308683
86,0.999827671,0.000172329,0.999827671
87,0.997165616,0.002834384,0.997165616
88,0.999806124,0.000193876,0.999806124
89,0.996432837,0.003567163,0.996432837
90,0.999997613,2.39E-06,0.999997613
91,0.99870087,0.00129913,0.99870087
92,0.99940505,0.00059495,0.99940505
93,0.999891066,0.000108934,0.999891066
94,0.999949338,5.07E-05,0.999949338
95,0.999056874,0.000943126,0.999056874
96,0.921642475,0.078357525,0.921642475
97,0.969205489,0.030794511,0.969205489
98,0.999789769,0.000210231,0.999789769
99,0.999955649,4.44E-05,0.999955649
100,0.990431639,0.009568361,0.990431639
101,0.999329021,0.000670979,0.999329021
102,0.9997971,0.0002029,0.9997971
103,0.985682564,0.014317436,0.985682564
104,0.994485666,0.005514334,0.994485666
105,0.997334733,0.002665267,0.997334733
106,0.999999794,2.06E-07,0.999999794
107,0.99992471,7.53E-05,0.99992471
108,0.99952754,0.00047246,0.99952754
109,0.992759018,0.007240982,0.992759018
110,0.863693569,0.136306431,0.863693569
111,0.978749954,0.021250046,0.978749954
112,0.99998144,1.86E-05,0.99998144
113,0.999923877,7.61E-05,0.999923877
114,0.999275001,0.000724999,0.999275001
115,0.976050488,0.023949512,0.976050488
116,0.999609344,0.000390656,0.999609344
117,0.999379541,0.000620459,0.999379541
118,0.999779835,0.000220165,0.999779835
119,0.999801954,0.000198046,0.999801954
120,0.999380923,0.000619077,0.999380923
121,0.999984268,1.57E-05,0.999984268
122,0.999901127,9.89E-05,0.999901127
123,0.999997498,2.50E-06,0.999997498
124,0.976383654,0.023616346,0.976383654
125,0.99999713,2.87E-06,0.99999713
126,0.669919989,0.330080011,0.669919989
127,0.996580796,0.003419204,0.996580796
128,0.999878655,0.000121345,0.999878655
129,0.992281913,0.007718087,0.992281913
130,0.996865474,0.003134526,0.996865474
131,0.95034186,0.04965814,0.95034186
132,0.923980391,0.076019609,0.923980391
133,0.917456187,0.082543813,0.917456187
134,0.999790855,0.000209145,0.999790855
135,0.988655859,0.011344141,0.988655859
136,0.991101133,0.008898867,0.991101133
137,0.989201534,0.010798466,0.989201534
138,0.999694255,0.000305745,0.999694255
139,0.999909399,9.06E-05,0.999909399
140,0.999806296,0.000193704,0.999806296
141,0.997749075,0.002250925,0.997749075
142,0.99997281,2.72E-05,0.99997281
143,0.991231923,0.008768077,0.991231923
144,0.999707164,0.000292836,0.999707164
145,0.999939229,6.08E-05,0.999939229
146,0.99995845,4.15E-05,0.99995845
147,0.998639092,0.001360908,0.998639092
148,0.999797211,0.000202789,0.999797211
149,0.99556475,0.00443525,0.99556475
150,0.670852242,0.329147758,0.670852242
151,0.999971212,2.88E-05,0.999971212
152,0.909171803,0.090828197,0.909171803
153,0.999130708,0.000869292,0.999130708
154,0.959870824,0.040129176,0.959870824
155,0.99955384,0.00044616,0.99955384
156,0.999987813,1.22E-05,0.999987813
157,0.998912643,0.001087357,0.998912643
158,0.9995804,0.0004196,0.9995804
159,0.97103998,0.02896002,0.97103998
160,0.999522484,0.000477516,0.999522484
161,0.999968882,3.11E-05,0.999968882
162,0.88335871,0.11664129,0.88335871
163,0.999325616,0.000674384,0.999325616
164,0.998968045,0.001031955,0.998968045
165,0.999651174,0.000348826,0.999651174
166,0.984693852,0.015306148,0.984693852
167,0.784707765,0.215292235,0.784707765
168,0.999935498,6.45E-05,0.999935498
169,0.999937187,6.28E-05,0.999937187
170,0.999962211,3.78E-05,0.999962211
171,0.913192222,0.086807778,0.913192222
172,0.99995118,4.88E-05,0.99995118
173,0.996333226,0.003666774,0.996333226
174,0.998259166,0.001740834,0.998259166
175,0.996140995,0.003859005,0.996140995
176,0.999990899,9.10E-06,0.999990899
177,0.998789608,0.001210392,0.998789608
178,0.994527637,0.005472363,0.994527637
179,0.999974696,2.53E-05,0.999974696
180,0.99674459,0.00325541,0.99674459
181,0.98018873,0.01981127,0.98018873
182,0.999993174,6.83E-06,0.999993174
183,0.999270607,0.000729393,0.999270607
184,0.999818862,0.000181138,0.999818862
185,0.735182268,0.264817732,0.735182268
186,0.999994619,5.38E-06,0.999994619
187,0.999870754,0.000129246,0.999870754
188,0.995077062,0.004922938,0.995077062
189,0.99869789,0.00130211,0.99869789
190,0.987854771,0.012145229,0.987854771
191,0.926517374,0.073482626,0.926517374
192,0.999662748,0.000337252,0.999662748
193,0.992853567,0.007146433,0.992853567
194,0.960199205,0.039800795,0.960199205
195,0.999654198,0.000345802,0.999654198
196,0.804897755,0.195102245,0.804897755
197,0.996006847,0.003993153,0.996006847
198,0.99991166,8.83E-05,0.99991166
199,0.840937982,0.159062018,0.840937982
200,0.999190107,0.000809893,0.999190107
201,0.999905784,9.42E-05,0.999905784
202,0.996970281,0.003029719,0.996970281
203,0.999980011,2.00E-05,0.999980011
204,0.998214529,0.001785471,0.998214529
205,0.998441957,0.001558043,0.998441957
206,0.998936341,0.001063659,0.998936341
207,0.999933593,6.64E-05,0.999933593
208,0.996664537,0.003335463,0.996664537
209,0.991894954,0.008105046,0.991894954
210,0.987754874,0.012245126,0.987754874
211,0.97992959,0.02007041,0.97992959
212,0.999079858,0.000920142,0.999079858
213,0.99761548,0.00238452,0.99761548
214,0.944785345,0.055214655,0.944785345
215,0.943490226,0.056509774,0.943490226
216,0.997394978,0.002605022,0.997394978
217,0.99879195,0.00120805,0.99879195
218,0.997808139,0.002191861,0.997808139
219,0.999973627,2.64E-05,0.999973627
220,0.999998251,1.75E-06,0.999998251
221,0.999895808,0.000104192,0.999895808
222,0.99999377,6.23E-06,0.99999377
223,0.990034961,0.009965039,0.990034961
224,0.997906976,0.002093024,0.997906976
225,0.981002129,0.018997871,0.981002129
226,0.988938877,0.011061123,0.988938877
227,0.999988159,1.18E-05,0.999988159
228,0.999956222,4.38E-05,0.999956222
229,0.975881718,0.024118282,0.975881718
230,0.998775029,0.001224971,0.998775029
231,0.998510434,0.001489566,0.998510434
232,0.915208642,0.084791358,0.915208642
233,0.981385854,0.018614146,0.981385854
234,0.990628943,0.009371057,0.990628943
235,0.995945408,0.004054592,0.995945408
236,0.999983538,1.65E-05,0.999983538
237,0.999993396,6.60E-06,0.999993396
238,0.858592312,0.141407688,0.858592312
239,0.998752086,0.001247914,0.998752086
240,0.999986898,1.31E-05,0.999986898
241,0.995476062,0.004523938,0.995476062
242,0.998699565,0.001300435,0.998699565
243,0.999922609,7.74E-05,0.999922609
244,0.999990701,9.30E-06,0.999990701
245,0.989765802,0.010234198,0.989765802
246,0.999990771,9.23E-06,0.999990771
247,0.999999913,8.69E-08,0.999999913
248,0.999890062,0.000109938,0.999890062
249,0.996989586,0.003010414,0.996989586
250,0.999722878,0.000277122,0.999722878
251,0.981240564,0.018759436,0.981240564
252,0.999492405,0.000507595,0.999492405
253,0.982505975,0.017494025,0.982505975
254,0.968462307,0.031537693,0.968462307
255,0.988933385,0.011066615,0.988933385
256,0.993498351,0.006501649,0.993498351
257,0.998695311,0.001304689,0.998695311
258,0.994184779,0.005815221,0.994184779
259,0.999958913,4.11E-05,0.999958913
260,0.949615238,0.050384762,0.949615238
261,0.99992022,7.98E-05,0.99992022
262,0.999342655,0.000657345,0.999342655
263,0.99411914,0.00588086,0.99411914
264,0.999765237,0.000234763,0.999765237
265,0.997952307,0.002047693,0.997952307
266,0.940101193,0.059898807,0.940101193
267,0.536624999,0.463375001,0.536624999
268,0.991770065,0.008229935,0.991770065
269,0.925552889,0.074447111,0.925552889
270,0.999047499,0.000952501,0.999047499
271,0.999999914,8.55E-08,0.999999914
272,0.999982074,1.79E-05,0.999982074
273,0.999865353,0.000134647,0.999865353
274,0.999909818,9.02E-05,0.999909818
275,0.999990248,9.75E-06,0.999990248
276,0.947491033,0.052508967,0.947491033
277,0.999924919,7.51E-05,0.999924919
278,0.999477972,0.000522028,0.999477972
279,0.952094112,0.047905888,0.952094112
280,0.999841864,0.000158136,0.999841864
281,0.991560282,0.008439718,0.991560282
282,0.999987247,1.28E-05,0.999987247
283,0.996862829,0.003137171,0.996862829
284,0.985673744,0.014326256,0.985673744
285,0.99995998,4.00E-05,0.99995998
286,0.996548787,0.003451213,0.996548787
287,0.972902503,0.027097497,0.972902503
288,0.998327041,0.001672959,0.998327041
289,0.995233135,0.004766865,0.995233135
290,0.999904961,9.50E-05,0.999904961
291,0.99973875,0.00026125,0.99973875
292,0.998447276,0.001552724,0.998447276
293,0.996703243,0.003296757,0.996703243
294,0.998097918,0.001902082,0.998097918
295,0.999853521,0.000146479,0.999853521
296,0.91843847,0.08156153,0.91843847
297,0.999954393,4.56E-05,0.999954393
298,0.997760574,0.002239426,0.997760574
299,0.757423489,0.242576511,0.757423489
300,0.999948227,5.18E-05,0.999948227
301,0.986280964,0.013719036,0.986280964
302,0.999945783,5.42E-05,0.999945783
303,0.972630129,0.027369871,0.972630129
304,0.994598657,0.005401343,0.994598657
305,0.997487281,0.002512719,0.997487281
306,0.998295752,0.001704248,0.998295752
307,1,2.22E-16,1
308,0.998192796,0.001807204,0.998192796
309,0.969513011,0.030486989,0.969513011
310,0.999812255,0.000187745,0.999812255
311,0.998913498,0.001086502,0.998913498
312,0.963158604,0.036841396,0.963158604
313,0.896871398,0.103128602,0.896871398
314,0.999999645,3.55E-07,0.999999645
315,0.958760498,0.041239502,0.958760498
316,0.999994326,5.67E-06,0.999994326
317,0.999084865,0.000915135,0.999084865
318,0.999275192,0.000724808,0.999275192
319,0.999990997,9.00E-06,0.999990997
320,0.999900273,9.97E-05,0.999900273
321,0.99955845,0.00044155,0.99955845
322,0.999983602,1.64E-05,0.999983602
323,0.990619155,0.009380845,0.990619155
324,0.999845224,0.000154776,0.999845224
325,0.999992189,7.81E-06,0.999992189
326,0.998630454,0.001369546,0.998630454
327,0.999870765,0.000129235,0.999870765
328,0.97285201,0.02714799,0.97285201
329,0.979227481,0.020772519,0.979227481
330,0.937806027,0.062193973,0.937806027
331,0.999999898,1.02E-07,0.999999898
332,0.897692127,0.102307873,0.897692127
333,0.601829455,0.398170545,0.601829455
334,0.662994691,0.337005309,0.662994691
335,0.999807133,0.000192867,0.999807133
336,0.999779902,0.000220098,0.999779902
337,0.979827326,0.020172674,0.979827326
338,0.996679212,0.003320788,0.996679212
339,1,2.22E-16,1
340,0.985233379,0.014766621,0.985233379
341,0.962504423,0.037495577,0.962504423
342,0.999369738,0.000630262,0.999369738
343,0.99972498,0.00027502,0.99972498
344,0.430399801,0.569600199,0.569600199
345,0.999911669,8.83E-05,0.999911669
346,0.999979881,2.01E-05,0.999979881
347,0.969255513,0.030744487,0.969255513
348,0.989550722,0.010449278,0.989550722
349,0.907428138,0.092571862,0.907428138
350,0.965157298,0.034842702,0.965157298
351,0.998449832,0.001550168,0.998449832
352,0.99979526,0.00020474,0.99979526
353,0.966975329,0.033024671,0.966975329
354,0.998353429,0.001646571,0.998353429
355,0.621111152,0.378888848,0.621111152
356,0.999617222,0.000382778,0.999617222
357,0.954410418,0.045589582,0.954410418
358,0.999765101,0.000234899,0.999765101
359,0.999773494,0.000226506,0.999773494
360,0.998072044,0.001927956,0.998072044
361,0.997360416,0.002639584,0.997360416
362,0.999577713,0.000422287,0.999577713
363,0.890688408,0.109311592,0.890688408
364,0.998170362,0.001829638,0.998170362
365,0.999935927,6.41E-05,0.999935927
366,0.999200222,0.000799778,0.999200222
367,0.934789893,0.065210107,0.934789893
368,0.999037708,0.000962292,0.999037708
369,0.999997149,2.85E-06,0.999997149
370,0.996881389,0.003118611,0.996881389
371,0.999968414,3.16E-05,0.999968414
372,0.998989393,0.001010607,0.998989393
373,0.999985371,1.46E-05,0.999985371
374,0.999952259,4.77E-05,0.999952259
375,0.999506363,0.000493637,0.999506363
376,0.984844174,0.015155826,0.984844174
377,0.999253625,0.000746375,0.999253625
378,0.999978913,2.11E-05,0.999978913
379,0.996548192,0.003451808,0.996548192
380,0.99094573,0.00905427,0.99094573
381,0.918832949,0.081167051,0.918832949
382,0.908193609,0.091806391,0.908193609
383,0.999995631,4.37E-06,0.999995631
384,0.994499029,0.005500971,0.994499029
385,0.999993228,6.77E-06,0.999993228
386,0.869328675,0.130671325,0.869328675
387,0.982961792,0.017038208,0.982961792
388,0.977616291,0.022383709,0.977616291
389,0.999885052,0.000114948,0.999885052
390,0.924864741,0.075135259,0.924864741
391,0.991916445,0.008083555,0.991916445
392,0.99617372,0.00382628,0.99617372
393,0.735790746,0.264209254,0.735790746
394,0.998376087,0.001623913,0.998376087
395,0.988227922,0.011772078,0.988227922
396,0.999999954,4.55E-08,0.999999954
397,0.986593093,0.013406907,0.986593093
398,0.999401333,0.000598667,0.999401333
399,0.999964212,3.58E-05,0.999964212
400,0.990216145,0.009783855,0.990216145
401,0.995870406,0.004129594,0.995870406
402,0.997671787,0.002328213,0.997671787
403,0.999991804,8.20E-06,0.999991804
404,0.999983023,1.70E-05,0.999983023
405,0.9999224,7.76E-05,0.9999224
406,0.993903625,0.006096375,0.993903625
407,0.999965121,3.49E-05,0.999965121
408,0.998655978,0.001344022,0.998655978
409,0.998968544,0.001031456,0.998968544
410,0.999998866,1.13E-06,0.999998866
411,0.999902399,9.76E-05,0.999902399
412,0.996070418,0.003929582,0.996070418
413,0.997702224,0.002297776,0.997702224
414,0.999680204,0.000319796,0.999680204
415,0.999929646,7.04E-05,0.999929646
416,0.972443368,0.027556632,0.972443368
417,0.999999991,9.31E-09,0.999999991
418,0.999987459,1.25E-05,0.999987459
419,0.989851758,0.010148242,0.989851758
420,0.991361499,0.008638501,0.991361499
421,0.993699216,0.006300784,0.993699216
422,0.999483711,0.000516289,0.999483711
423,0.953587633,0.046412367,0.953587633
424,0.99970712,0.00029288,0.99970712
425,0.986051578,0.013948422,0.986051578
426,0.959292353,0.040707647,0.959292353
427,0.999999732,2.68E-07,0.999999732
428,0.961878741,0.038121259,0.961878741
429,0.998817119,0.001182881,0.998817119
430,0.933846254,0.066153746,0.933846254
431,0.929715583,0.070284417,0.929715583
432,0.970292311,0.029707689,0.970292311
433,0.999923832,7.62E-05,0.999923832
434,0.997290094,0.002709906,0.997290094
435,0.989735604,0.010264396,0.989735604
436,0.985054236,0.014945764,0.985054236
437,0.990022509,0.009977491,0.990022509
438,0.99898751,0.00101249,0.99898751
439,0.942363935,0.057636065,0.942363935
440,0.998641679,0.001358321,0.998641679
441,0.999116294,0.000883706,0.999116294
442,0.999980974,1.90E-05,0.999980974
443,0.969815164,0.030184836,0.969815164
444,0.999554968,0.000445032,0.999554968
445,0.998911131,0.001088869,0.998911131
446,0.999999902,9.77E-08,0.999999902
447,0.9749958,0.0250042,0.9749958
448,0.990893793,0.009106207,0.990893793
449,0.999810991,0.000189009,0.999810991
450,0.991612506,0.008387494,0.991612506
451,0.997434325,0.002565675,0.997434325
452,0.898919241,0.101080759,0.898919241
453,0.999953546,4.65E-05,0.999953546
454,0.999864224,0.000135776,0.999864224
455,0.969344036,0.030655964,0.969344036
456,0.998350593,0.001649407,0.998350593
457,0.999887852,0.000112148,0.999887852
458,0.950634933,0.049365067,0.950634933
459,0.992640996,0.007359004,0.992640996
460,0.999999364,6.36E-07,0.999999364
461,0.965702513,0.034297487,0.965702513
462,0.954248203,0.045751797,0.954248203
463,0.924440641,0.075559359,0.924440641
464,0.997265669,0.002734331,0.997265669
465,0.990436464,0.009563536,0.990436464
466,0.999985843,1.42E-05,0.999985843
467,0.999999133,8.67E-07,0.999999133
468,0.971323502,0.028676498,0.971323502
469,0.990245627,0.009754373,0.990245627
470,0.99766298,0.00233702,0.99766298
471,0.999751243,0.000248757,0.999751243
472,0.999703529,0.000296471,0.999703529
473,0.999748248,0.000251752,0.999748248
474,0.999999968,3.23E-08,0.999999968
475,0.99984135,0.00015865,0.99984135
476,0.993238452,0.006761548,0.993238452
477,0.999544443,0.000455557,0.999544443
478,0.999296876,0.000703124,0.999296876
479,0.99156783,0.00843217,0.99156783
480,0.994984381,0.005015619,0.994984381
481,0.999586777,0.000413223,0.999586777
482,0.999834289,0.000165711,0.999834289
483,0.998855011,0.001144989,0.998855011
484,0.99958076,0.00041924,0.99958076
485,0.99999999,9.58E-09,0.99999999
486,0.999979465,2.05E-05,0.999979465
487,0.997640695,0.002359305,0.997640695
488,0.915797357,0.084202643,0.915797357
489,0.995410668,0.004589332,0.995410668
490,0.609435935,0.390564065,0.609435935
491,0.988848867,0.011151133,0.988848867
492,0.99996726,3.27E-05,0.99996726
493,0.999924257,7.57E-05,0.999924257
494,0.694093824,0.305906176,0.694093824
495,0.997873363,0.002126637,0.997873363
496,0.503238774,0.496761226,0.503238774
497,0.995309008,0.004690992,0.995309008
498,0.998489238,0.001510762,0.998489238
499,0.990039628,0.009960372,0.990039628
500,0.999921109,7.89E-05,0.999921109
501,0.999972609,2.74E-05,0.999972609
502,0.999091234,0.000908766,0.999091234
503,0.998512639,0.001487361,0.998512639
504,0.990749836,0.009250164,0.990749836
505,0.999987973,1.20E-05,0.999987973
506,0.999394017,0.000605983,0.999394017
507,0.99749197,0.00250803,0.99749197
508,0.999946247,5.38E-05,0.999946247
509,0.999820202,0.000179798,0.999820202
510,0.999858444,0.000141556,0.999858444
511,0.998720194,0.001279806,0.998720194
512,0.999995939,4.06E-06,0.999995939
513,0.893176282,0.106823718,0.893176282
514,0.999742805,0.000257195,0.999742805
515,0.997954624,0.002045376,0.997954624
516,0.998426835,0.001573165,0.998426835
517,0.998931118,0.001068882,0.998931118
518,0.999998916,1.08E-06,0.999998916
519,0.999947838,5.22E-05,0.999947838
520,0.996413574,0.003586426,0.996413574
521,0.999996518,3.48E-06,0.999996518
522,0.996401922,0.003598078,0.996401922
523,0.99999758,2.42E-06,0.99999758
524,0.999361524,0.000638476,0.999361524
525,0.997974513,0.002025487,0.997974513
526,0.99998465,1.54E-05,0.99998465
527,0.991178934,0.008821066,0.991178934
528,0.999937631,6.24E-05,0.999937631
529,0.953460251,0.046539749,0.953460251
530,0.990859289,0.009140711,0.990859289
531,0.912834262,0.087165738,0.912834262
532,0.940247568,0.059752432,0.940247568
533,1,2.22E-16,1
534,0.994839909,0.005160091,0.994839909
535,0.84458042,0.15541958,0.84458042
536,0.92810902,0.07189098,0.92810902
537,0.991964762,0.008035238,0.991964762
538,0.998947637,0.001052363,0.998947637
539,0.999994236,5.76E-06,0.999994236
540,0.999653925,0.000346075,0.999653925
541,0.999990161,9.84E-06,0.999990161
542,0.99990773,9.23E-05,0.99990773
543,0.99966719,0.00033281,0.99966719
544,0.950637854,0.049362146,0.950637854
545,0.997038648,0.002961352,0.997038648
546,0.826726988,0.173273012,0.826726988
547,0.997603398,0.002396602,0.997603398
548,0.999998233,1.77E-06,0.999998233
549,0.999981418,1.86E-05,0.999981418
550,0.999519105,0.000480895,0.999519105
551,0.973182461,0.026817539,0.973182461
552,0.70490386,0.29509614,0.70490386
553,0.998711042,0.001288958,0.998711042
554,0.900591455,0.099408545,0.900591455
555,0.893504046,0.106495954,0.893504046
556,0.994009358,0.005990642,0.994009358
557,0.996640251,0.003359749,0.996640251
558,0.926854569,0.073145431,0.926854569
559,0.999991134,8.87E-06,0.999991134
560,0.861076567,0.138923433,0.861076567
561,0.999885291,0.000114709,0.999885291
562,0.999796405,0.000203595,0.999796405
563,0.999866746,0.000133254,0.999866746
564,0.992979423,0.007020577,0.992979423
565,0.997001691,0.002998309,0.997001691
566,0.999981301,1.87E-05,0.999981301
567,0.94349648,0.05650352,0.94349648
568,0.995249196,0.004750804,0.995249196
569,0.959562172,0.040437828,0.959562172
570,0.99955799,0.00044201,0.99955799
571,0.999999761,2.39E-07,0.999999761
572,0.985774507,0.014225493,0.985774507
573,0.993609335,0.006390665,0.993609335
574,0.999593051,0.000406949,0.999593051
575,0.986304186,0.013695814,0.986304186
576,0.999720434,0.000279566,0.999720434
577,0.995296636,0.004703364,0.995296636
578,0.99951602,0.00048398,0.99951602
579,0.999946309,5.37E-05,0.999946309
580,0.999907545,9.25E-05,0.999907545
581,0.999952084,4.79E-05,0.999952084
582,0.999682067,0.000317933,0.999682067
583,0.999352413,0.000647587,0.999352413
584,0.907873929,0.092126071,0.907873929
585,0.982373718,0.017626282,0.982373718
586,0.998556784,0.001443216,0.998556784
587,0.999999935,6.48E-08,0.999999935
588,0.999592547,0.000407453,0.999592547
589,0.999656122,0.000343878,0.999656122
590,0.993977348,0.006022652,0.993977348
591,0.999989844,1.02E-05,0.999989844
592,0.999978565,2.14E-05,0.999978565
593,0.992125283,0.007874717,0.992125283
594,0.999996537,3.46E-06,0.999996537
595,0.982610819,0.017389181,0.982610819
596,0.999946527,5.35E-05,0.999946527
597,0.999986792,1.32E-05,0.999986792
598,0.999994879,5.12E-06,0.999994879
599,0.999994011,5.99E-06,0.999994011
600,0.999998142,1.86E-06,0.999998142
601,0.999744928,0.000255072,0.999744928
602,0.997085586,0.002914414,0.997085586
603,0.999665016,0.000334984,0.999665016
604,0.999916935,8.31E-05,0.999916935
605,0.999336425,0.000663575,0.999336425
606,0.459351583,0.540648417,0.540648417
607,0.990275338,0.009724662,0.990275338
608,0.99860431,0.00139569,0.99860431
609,0.999606542,0.000393458,0.999606542
610,0.994172877,0.005827123,0.994172877
611,0.998264562,0.001735438,0.998264562
612,0.983449961,0.016550039,0.983449961
613,0.999999991,8.81E-09,0.999999991
614,0.999963778,3.62E-05,0.999963778
615,0.985585867,0.014414133,0.985585867
616,0.981721662,0.018278338,0.981721662
617,0.866287013,0.133712987,0.866287013
618,0.991721122,0.008278878,0.991721122
619,0.999950057,4.99E-05,0.999950057
620,0.999643822,0.000356178,0.999643822
621,0.99970904,0.00029096,0.99970904
622,0.999906263,9.37E-05,0.999906263
623,0.999630179,0.000369821,0.999630179
624,0.999994479,5.52E-06,0.999994479
625,0.985422585,0.014577415,0.985422585
626,0.999999999,9.68E-10,0.999999999
627,0.994763585,0.005236415,0.994763585
628,0.999009893,0.000990107,0.999009893
629,0.972583261,0.027416739,0.972583261
630,0.999705842,0.000294158,0.999705842
631,0.808468369,0.191531631,0.808468369
632,0.991158362,0.008841638,0.991158362
633,0.994954634,0.005045366,0.994954634
634,0.282142328,0.717857672,0.717857672
635,0.998696504,0.001303496,0.998696504
636,0.981792923,0.018207077,0.981792923
637,0.922713035,0.077286965,0.922713035
638,0.999875733,0.000124267,0.999875733
639,0.998830139,0.001169861,0.998830139
640,0.996793225,0.003206775,0.996793225
641,0.97310652,0.02689348,0.97310652
642,0.975322797,0.024677203,0.975322797
643,0.998113704,0.001886296,0.998113704
644,0.99999894,1.06E-06,0.99999894
645,0.998911993,0.001088007,0.998911993
646,0.997723026,0.002276974,0.997723026
647,0.973205209,0.026794791,0.973205209
648,0.956354326,0.043645674,0.956354326
649,0.98914287,0.01085713,0.98914287
650,0.999999344,6.56E-07,0.999999344
651,0.967894618,0.032105382,0.967894618
652,0.999202146,0.000797854,0.999202146
653,0.962394244,0.037605756,0.962394244
654,0.640600043,0.359399957,0.640600043
655,0.998769793,0.001230207,0.998769793
656,0.971831629,0.028168371,0.971831629
657,0.979033499,0.020966501,0.979033499
658,0.996978318,0.003021682,0.996978318
659,0.997101149,0.002898851,0.997101149
660,0.969737304,0.030262696,0.969737304
661,0.986580238,0.013419762,0.986580238
662,0.963479885,0.036520115,0.963479885
663,0.994447318,0.005552682,0.994447318
664,0.999801906,0.000198094,0.999801906
665,0.997016447,0.002983553,0.997016447
666,0.999589659,0.000410341,0.999589659
667,0.989804715,0.010195285,0.989804715
668,0.999149699,0.000850301,0.999149699
669,0.999794514,0.000205486,0.999794514
670,0.940497234,0.059502766,0.940497234
671,0.999500503,0.000499497,0.999500503
672,0.999995093,4.91E-06,0.999995093
673,0.999036178,0.000963822,0.999036178
674,0.894181918,0.105818082,0.894181918
675,0.997241063,0.002758937,0.997241063
676,0.997098899,0.002901101,0.997098899
677,0.999911214,8.88E-05,0.999911214
678,0.99729364,0.00270636,0.99729364
679,0.998964678,0.001035322,0.998964678
680,0.99989582,0.00010418,0.99989582
681,0.983333631,0.016666369,0.983333631
682,0.995874617,0.004125383,0.995874617
683,0.976829399,0.023170601,0.976829399
684,0.997421913,0.002578087,0.997421913
685,0.999934646,6.54E-05,0.999934646
686,0.999951119,4.89E-05,0.999951119
687,0.997424469,0.002575531,0.997424469
688,0.942364131,0.057635869,0.942364131
689,0.839113771,0.160886229,0.839113771
690,0.955856772,0.044143228,0.955856772
691,0.995989623,0.004010377,0.995989623
692,0.99794556,0.00205444,0.99794556
